in s,C1 in V
-7.70820E-05,-3.68945E-02
-7.70800E-05,-1.24805E-02
-7.70780E-05,-2.71484E-03
-7.70760E-05,-1.73633E-02
-7.70740E-05,-1.24805E-02
-7.70720E-05,-1.73633E-02
-7.70700E-05,-2.71289E-02
-7.70680E-05,2.16797E-03
-7.70660E-05,-7.59766E-03
-7.70640E-05,-7.59766E-03
-7.70620E-05,-2.71484E-03
-7.70600E-05,-7.59766E-03
-7.70580E-05,2.16797E-03
-7.70560E-05,-2.71289E-02
-7.70540E-05,-7.59766E-03
-7.70520E-05,2.16797E-03
-7.70500E-05,-1.73633E-02
-7.70480E-05,-1.24805E-02
-7.70460E-05,2.16797E-03
-7.70440E-05,-7.59766E-03
-7.70420E-05,-2.22461E-02
-7.70400E-05,7.05078E-03
